dependent_id,employee_id,first_name,last_name,relationship,date_of_birth,gender,dependent_status
DP000697801,EE0006978,Malik,Wilson,Child,2021-10-10,M,Active
DP000697802,EE0006978,Noah,Wilson,Child,2016-11-29,M,Active
DP000697803,EE0006978,Kevin,Wilson,Child,2003-06-20,F,Active
DP000698001,EE0006980,Nia,Campbell,Domestic Partner,1982-07-07,F,Active
DP000698002,EE0006980,Isaiah,Campbell,Child,2023-08-28,F,Active
DP000698201,EE0006982,Michael,Adams,Child,2021-02-21,F,Active
DP000698202,EE0006982,Priya,Adams,Child,2020-12-12,F,Active
DP000698301,EE0006983,Isaiah,Wilson,Child,2018-11-28,F,Active
DP000699001,EE0006990,Sophia,Davis,Spouse,1989-09-01,F,Active
DP000699002,EE0006990,Chiamaka,Davis,Child,2023-07-16,M,Active
DP000699003,EE0006990,Chiamaka,Davis,Child,2022-01-06,M,Active
DP000699301,EE0006993,Angela,Robinson,Domestic Partner,1971-09-30,F,Active
DP000699401,EE0006994,Leah,Martinez,Domestic Partner,1970-03-09,F,Active
DP000700101,EE0007001,Elena,Johnson,Spouse,1970-10-09,M,Active
DP000700301,EE0007003,Aaliyah,Adams,Spouse,2003-04-06,F,Active
DP000700302,EE0007003,Sophia,Adams,Child,2019-08-26,M,Active
DP000700401,EE0007004,David,Robinson,Child,2014-03-20,F,Active
DP000700402,EE0007004,Grace,Robinson,Child,2015-01-26,M,Active
DP000700501,EE0007005,Andre,Williams,Child,2002-10-04,F,Active
DP000700701,EE0007007,Omar,Bennett,Domestic Partner,1964-05-17,M,Active
DP000700702,EE0007007,Malik,Bennett,Child,2020-01-24,M,Active
DP000700901,EE0007009,Victor,Moore,Child,2001-03-28,M,Active
DP000702101,EE0007021,Nia,Brown,Domestic Partner,1989-05-14,M,Active
DP000702102,EE0007021,Noah,Brown,Child,2015-01-06,F,Active
DP000702201,EE0007022,Samuel,Kim,Child,2006-02-22,M,Active
DP000702202,EE0007022,Victor,Kim,Child,2016-05-18,F,Active
DP000702601,EE0007026,Daniel,Johnson,Domestic Partner,1962-02-19,F,Active
DP000702701,EE0007027,Luis,Johnson,Domestic Partner,1977-06-08,M,Active
DP000702901,EE0007029,Victor,Hernandez,Child,2013-06-02,M,Active
DP000702902,EE0007029,Isaiah,Hernandez,Child,2002-08-28,F,Active
DP000703101,EE0007031,Zoe,Campbell,Child,2025-08-08,M,Active
DP000703201,EE0007032,Angela,Campbell,Domestic Partner,2000-09-12,M,Active
DP000703202,EE0007032,Naomi,Campbell,Child,2025-05-23,F,Active
DP000703203,EE0007032,Kevin,Campbell,Child,2017-02-17,M,Active
DP000703301,EE0007033,Priya,Adams,Spouse,1997-07-11,M,Active
DP000703501,EE0007035,Samuel,Williams,Child,2012-12-03,M,Active
DP000703502,EE0007035,Priya,Williams,Child,2025-04-16,M,Active
DP000703601,EE0007036,Chiamaka,Thomas,Child,2019-03-22,M,Active
DP000703901,EE0007039,Jasmine,Nguyen,Child,2014-03-05,M,Active
DP000704001,EE0007040,Aaliyah,Campbell,Child,2011-02-20,M,Active
DP000704002,EE0007040,Malik,Campbell,Child,2014-10-29,M,Active
DP000704401,EE0007044,Amara,Miller,Domestic Partner,1990-07-02,M,Active
DP000704402,EE0007044,Sophia,Miller,Child,2016-02-22,M,Active
DP000704501,EE0007045,Luis,Robinson,Child,2019-11-28,M,Active
DP000704502,EE0007045,Michael,Robinson,Child,2023-04-08,F,Active
DP000704701,EE0007047,Priya,Moore,Child,2006-02-07,F,Active
DP000704901,EE0007049,Grace,Brown,Spouse,1993-03-05,M,Active
DP000704902,EE0007049,Kevin,Brown,Child,2023-06-09,M,Active
DP000704903,EE0007049,Luis,Brown,Child,2021-04-30,M,Active
DP000705001,EE0007050,Jasmine,Adams,Spouse,2003-02-08,F,Active
DP000705002,EE0007050,Samuel,Adams,Child,2024-11-27,M,Active
DP000705101,EE0007051,Victor,Ibrahim,Child,2012-10-08,F,Active
DP000705201,EE0007052,Leah,Ibrahim,Spouse,2002-08-10,M,Active
DP000705801,EE0007058,Grace,Williams,Child,2012-09-25,M,Active
DP000706101,EE0007061,Chiamaka,Taylor,Domestic Partner,2002-10-17,M,Active
DP000706301,EE0007063,Olivia,Taylor,Child,2008-07-12,M,Active
DP000706302,EE0007063,Kevin,Taylor,Child,2014-10-16,M,Active
DP000706401,EE0007064,Isaiah,Bennett,Spouse,1969-04-29,F,Active
DP000706402,EE0007064,Ethan,Bennett,Child,2008-10-15,M,Active
DP000706801,EE0007068,Aaliyah,Williams,Spouse,1997-05-21,M,Active
DP000706802,EE0007068,Samuel,Williams,Child,2013-06-06,F,Active
DP000706901,EE0007069,Kevin,Hernandez,Child,2017-11-02,M,Active
DP000706902,EE0007069,Chiamaka,Hernandez,Child,2022-09-26,M,Active
DP000707001,EE0007070,Luis,Nguyen,Spouse,1986-01-01,F,Active
DP000707101,EE0007071,Fatima,Davis,Domestic Partner,1973-07-13,F,Active
DP000707102,EE0007071,Angela,Davis,Child,2000-03-23,F,Active
DP000707401,EE0007074,Carlos,Smith,Domestic Partner,1967-01-06,M,Active
DP000707402,EE0007074,Grace,Smith,Child,2012-03-01,F,Active
DP000707501,EE0007075,Michael,Thomas,Child,2012-07-21,M,Active
DP000707901,EE0007079,Jasmine,Moore,Child,2007-01-20,F,Active
DP000707902,EE0007079,Luis,Moore,Child,2008-05-01,M,Active
DP000708301,EE0007083,Leah,Wilson,Child,2021-01-13,M,Active
DP000708302,EE0007083,Olivia,Wilson,Child,2019-03-29,F,Active
DP000708501,EE0007085,Fatima,Campbell,Child,2002-04-16,F,Active
DP000708701,EE0007087,Olivia,Kim,Child,2026-06-23,F,Active
DP000708801,EE0007088,Angela,Kim,Spouse,1987-08-31,M,Active
DP000708802,EE0007088,Luis,Kim,Child,2025-07-26,M,Active
DP000709001,EE0007090,Grace,Mensah,Domestic Partner,1987-04-28,M,Active
DP000709101,EE0007091,Grace,Chen,Child,2003-12-14,F,Active
DP000709102,EE0007091,Aaliyah,Chen,Child,2006-12-23,M,Active
DP000709301,EE0007093,Grace,Davis,Child,2022-03-06,F,Active
DP000709302,EE0007093,Fatima,Davis,Child,2025-08-27,M,Active
DP000709401,EE0007094,Maya,Miller,Spouse,1993-05-29,F,Active
DP000709402,EE0007094,Andre,Miller,Child,2020-08-06,M,Active
DP000709403,EE0007094,Maya,Miller,Child,2016-09-04,F,Active
DP000709501,EE0007095,Angela,Adams,Spouse,1963-09-28,M,Active
DP000709701,EE0007097,Samuel,Thomas,Domestic Partner,1981-03-15,M,Active
DP000709702,EE0007097,Sophia,Thomas,Child,2010-09-12,M,Active
DP000709901,EE0007099,Elena,Moore,Child,2024-03-13,F,Active
DP000710101,EE0007101,Isaiah,Miller,Domestic Partner,1993-02-20,M,Active
DP000710102,EE0007101,Zoe,Miller,Child,2012-04-09,M,Active
DP000710201,EE0007102,Naomi,Campbell,Child,2015-02-11,F,Active
DP000710202,EE0007102,Carlos,Campbell,Child,2005-11-12,M,Active
DP000710701,EE0007107,Amara,Thomas,Child,2006-03-30,M,Active
DP000710702,EE0007107,Kevin,Thomas,Child,2022-04-15,M,Active
DP000710801,EE0007108,Naomi,Thomas,Child,2017-06-17,F,Active
DP000710901,EE0007109,Fatima,Kim,Spouse,1969-01-25,M,Active
DP000711401,EE0007114,Daniel,Moore,Child,2023-02-24,F,Active
DP000711402,EE0007114,Chiamaka,Moore,Child,2020-03-22,F,Active
DP000711701,EE0007117,Leah,Robinson,Child,2022-12-13,F,Active
DP000711801,EE0007118,Andre,Adams,Domestic Partner,1975-05-07,F,Active
DP000712001,EE0007120,Jordan,Lewis,Child,2023-01-25,M,Active
DP000712002,EE0007120,Victor,Lewis,Child,2014-09-22,M,Active
DP000712101,EE0007121,Kevin,Taylor,Child,2006-08-30,M,Active
DP000712201,EE0007122,Nia,Moore,Spouse,1994-05-29,F,Active
DP000712301,EE0007123,Amara,Thomas,Domestic Partner,2000-11-16,M,Active
DP000712601,EE0007126,Omar,Johnson,Child,2016-06-25,M,Active
DP000712602,EE0007126,Maya,Johnson,Child,2020-09-25,M,Active
DP000712603,EE0007126,Carlos,Johnson,Child,2024-03-08,M,Active
DP000712701,EE0007127,Ethan,Kim,Domestic Partner,1984-11-16,F,Active
DP000712901,EE0007129,Michael,Brown,Child,2004-02-25,M,Active
DP000712902,EE0007129,Sophia,Brown,Child,2005-03-19,F,Active
DP000713101,EE0007131,Leah,Taylor,Child,2018-05-06,M,Active
DP000713201,EE0007132,Elena,Campbell,Child,2014-08-04,F,Active
DP000713202,EE0007132,Leah,Campbell,Child,2008-06-07,F,Active
DP000713401,EE0007134,Malik,Mensah,Spouse,1977-04-22,F,Active
DP000713601,EE0007136,Sophia,Patel,Child,2024-05-30,M,Active
DP000713701,EE0007137,Maya,Robinson,Child,2018-10-14,F,Active
DP000713702,EE0007137,Victor,Robinson,Child,2014-04-08,F,Active
DP000714101,EE0007141,Andre,Johnson,Child,2007-03-06,F,Active
DP000714501,EE0007145,Jordan,Brown,Child,2009-07-29,M,Active
DP000714502,EE0007145,Grace,Brown,Child,2012-04-15,F,Active
DP000714503,EE0007145,Samuel,Brown,Child,2023-01-11,M,Active
DP000714601,EE0007146,Malik,Okafor,Domestic Partner,1964-02-22,F,Active
DP000714602,EE0007146,Jasmine,Okafor,Child,2025-10-25,M,Active
DP000714801,EE0007148,Jasmine,Garcia,Child,2025-08-22,F,Active
DP000714802,EE0007148,Naomi,Garcia,Child,2023-01-29,M,Active
DP000714901,EE0007149,Angela,Lewis,Spouse,2000-01-22,F,Active
DP000715001,EE0007150,Jasmine,Okafor,Domestic Partner,1988-02-04,M,Active
DP000715002,EE0007150,Andre,Okafor,Child,2019-05-23,F,Active
DP000715401,EE0007154,Priya,Taylor,Domestic Partner,1983-11-08,F,Active
DP000715402,EE0007154,Angela,Taylor,Child,2002-04-07,M,Active
DP000715403,EE0007154,Priya,Taylor,Child,2020-03-08,M,Active
DP000715701,EE0007157,David,Martinez,Child,2020-07-05,F,Active
DP000716001,EE0007160,Victor,Williams,Child,2022-06-08,F,Active
DP000716201,EE0007162,Luis,Garcia,Spouse,1987-04-12,F,Active
DP000716401,EE0007164,Carlos,Mensah,Domestic Partner,1983-08-07,F,Active
DP000716501,EE0007165,Kevin,Nguyen,Child,2025-02-27,F,Active
DP000716502,EE0007165,Chiamaka,Nguyen,Child,2023-02-13,M,Active
DP000716601,EE0007166,Isaiah,Ibrahim,Domestic Partner,1962-06-25,M,Active
DP000716602,EE0007166,Olivia,Ibrahim,Child,2012-04-09,M,Active
DP000716701,EE0007167,Ethan,Moore,Spouse,1968-09-26,M,Active
DP000716702,EE0007167,Angela,Moore,Child,2005-11-15,F,Active
DP000716801,EE0007168,Amara,Kim,Child,2001-10-31,F,Active
DP000716802,EE0007168,Zoe,Kim,Child,2021-01-08,F,Active
DP000717201,EE0007172,Carlos,Smith,Domestic Partner,1962-11-20,M,Active
DP000717501,EE0007175,Samuel,Hernandez,Child,2023-07-12,F,Active
DP000717502,EE0007175,Omar,Hernandez,Child,2018-07-21,F,Active
DP000717503,EE0007175,Isaiah,Hernandez,Child,2023-04-04,M,Active
DP000717701,EE0007177,Luis,Adeyemi,Child,2020-07-08,F,Active
DP000717702,EE0007177,Ethan,Adeyemi,Child,2024-10-04,M,Active
DP000718001,EE0007180,Michael,Adams,Child,2022-06-28,M,Active
DP000718101,EE0007181,Luis,Hernandez,Child,2005-11-15,M,Active
DP000718102,EE0007181,Zoe,Hernandez,Child,2025-04-11,F,Active
DP000718103,EE0007181,Omar,Hernandez,Child,2000-09-20,F,Active
DP000718401,EE0007184,Chiamaka,Nguyen,Domestic Partner,1974-09-08,F,Active
DP000718601,EE0007186,Andre,Martinez,Spouse,1986-03-20,F,Active
DP000718901,EE0007189,Isaiah,Nguyen,Child,2016-03-10,F,Active
DP000719001,EE0007190,Isaiah,Chen,Child,2005-02-09,F,Active
DP000719201,EE0007192,Carlos,Martinez,Domestic Partner,1976-07-06,F,Active
DP000719301,EE0007193,Sophia,Kim,Domestic Partner,2003-02-20,M,Active
DP000719302,EE0007193,Noah,Kim,Child,2026-03-03,M,Active
DP000719701,EE0007197,Jordan,Campbell,Child,2017-01-16,M,Active
DP000719901,EE0007199,Samuel,Chen,Child,2007-05-26,M,Active
DP000719902,EE0007199,Carlos,Chen,Child,2010-07-06,F,Active
DP000720001,EE0007200,Elena,Williams,Domestic Partner,2000-08-30,M,Active
DP000720002,EE0007200,Ethan,Williams,Child,2010-06-14,M,Active
DP000720201,EE0007202,Leah,Campbell,Child,2014-01-19,F,Active
DP000720301,EE0007203,Aaliyah,Ibrahim,Child,2025-08-20,M,Active
DP000720302,EE0007203,Jordan,Ibrahim,Child,2016-10-22,F,Active
DP000720501,EE0007205,Jordan,Bennett,Child,2023-02-04,F,Active
DP000720601,EE0007206,Omar,Lewis,Child,2024-04-27,M,Active
DP000720602,EE0007206,Jordan,Lewis,Child,2016-11-18,M,Active
DP000720701,EE0007207,Grace,Martinez,Spouse,1995-10-05,F,Active
DP000721001,EE0007210,Michael,Campbell,Domestic Partner,1990-01-24,F,Active
DP000721101,EE0007211,Jordan,Kim,Child,2020-08-03,M,Active
DP000721201,EE0007212,Amara,Robinson,Spouse,1997-07-21,M,Active
DP000721202,EE0007212,Nia,Robinson,Child,2010-11-07,F,Active
DP000721801,EE0007218,Chiamaka,Taylor,Child,2024-07-17,F,Active
DP000721802,EE0007218,Jordan,Taylor,Child,2023-05-29,M,Active
DP000721901,EE0007219,Chiamaka,Adams,Child,2013-02-20,M,Active
DP000722101,EE0007221,Chiamaka,Johnson,Spouse,1999-07-20,F,Active
DP000722102,EE0007221,Samuel,Johnson,Child,2023-12-22,M,Active
DP000722701,EE0007227,Victor,Nguyen,Domestic Partner,1984-10-14,M,Active
DP000722702,EE0007227,Andre,Nguyen,Child,2022-01-13,F,Active
DP000723101,EE0007231,Isaiah,Hernandez,Child,2014-12-11,F,Active
DP000723201,EE0007232,Grace,Chen,Child,2022-08-16,M,Active
DP000723501,EE0007235,Chiamaka,Smith,Child,2022-04-14,M,Active
DP000723601,EE0007236,Naomi,Chen,Child,2020-03-03,F,Active
DP000723901,EE0007239,Chiamaka,Thomas,Domestic Partner,1989-03-01,F,Active
DP000724101,EE0007241,Malik,Johnson,Child,2006-11-21,F,Active
DP000724102,EE0007241,Carlos,Johnson,Child,2002-01-03,M,Active
DP000724103,EE0007241,Ethan,Johnson,Child,2017-11-21,M,Active
DP000724401,EE0007244,Nia,Okafor,Child,2025-07-12,M,Active
DP000724801,EE0007248,Aaliyah,Bennett,Domestic Partner,1995-12-22,F,Active
DP000724802,EE0007248,Fatima,Bennett,Child,2024-06-26,M,Active
DP000725001,EE0007250,Fatima,Martinez,Spouse,1996-07-22,M,Active
DP000725301,EE0007253,Andre,Johnson,Child,2008-06-27,M,Active
DP000725302,EE0007253,Isaiah,Johnson,Child,2011-12-08,F,Active
DP000725501,EE0007255,David,Lewis,Child,2015-03-24,F,Active
DP000725502,EE0007255,Victor,Lewis,Child,2014-06-09,M,Active
DP000725503,EE0007255,Amara,Lewis,Child,2014-06-18,F,Active
DP000725701,EE0007257,Victor,Williams,Child,2013-07-11,F,Active
DP000725702,EE0007257,Grace,Williams,Child,2020-12-24,M,Active
DP000725801,EE0007258,Samuel,Garcia,Child,2018-08-27,F,Active
DP000726001,EE0007260,Noah,Wilson,Spouse,1967-01-21,F,Active
DP000726002,EE0007260,Sophia,Wilson,Child,2013-11-27,M,Active
DP000726003,EE0007260,Grace,Wilson,Child,2011-09-20,F,Active
DP000726301,EE0007263,Priya,Walker,Spouse,1998-01-04,M,Active
DP000726501,EE0007265,Leah,Smith,Domestic Partner,1981-12-18,M,Active
DP000726502,EE0007265,Luis,Smith,Child,2024-11-18,F,Active
DP000727001,EE0007270,Isaiah,Patel,Spouse,1978-12-09,F,Active
DP000727201,EE0007272,Ethan,Patel,Domestic Partner,1993-01-05,F,Active
DP000727202,EE0007272,Chiamaka,Patel,Child,2022-10-29,F,Active
DP000727301,EE0007273,Kevin,Thomas,Spouse,1985-06-30,M,Active
DP000727302,EE0007273,Jasmine,Thomas,Child,2009-09-12,F,Active
DP000727401,EE0007274,Victor,Johnson,Domestic Partner,1972-05-04,F,Active
DP000727402,EE0007274,Zoe,Johnson,Child,2008-12-25,F,Active
DP000727403,EE0007274,Samuel,Johnson,Child,2013-02-16,M,Active
DP000727501,EE0007275,Victor,Adams,Spouse,1992-01-17,M,Active
DP000727502,EE0007275,Angela,Adams,Child,2022-11-15,M,Active
DP000727503,EE0007275,Carlos,Adams,Child,2014-05-02,F,Active
DP000727601,EE0007276,Aaliyah,Miller,Spouse,1968-03-21,M,Active
DP000727801,EE0007278,Amara,Okafor,Domestic Partner,1998-01-09,M,Active
DP000728301,EE0007283,Isaiah,Robinson,Child,2023-07-15,F,Active
DP000728302,EE0007283,Zoe,Robinson,Child,2026-02-15,F,Active
DP000728303,EE0007283,Kevin,Robinson,Child,2022-06-17,M,Active
DP000728401,EE0007284,Daniel,Johnson,Domestic Partner,2003-12-22,M,Active
DP000728402,EE0007284,Elena,Johnson,Child,2024-03-03,F,Active
DP000728501,EE0007285,Leah,Miller,Child,2024-05-28,F,Active
DP000728701,EE0007287,Nia,Williams,Child,2017-04-22,F,Active
DP000728702,EE0007287,Chiamaka,Williams,Child,2019-07-03,F,Active
DP000728901,EE0007289,Omar,Wilson,Domestic Partner,1977-12-11,M,Active
DP000729101,EE0007291,Noah,Thomas,Domestic Partner,1967-05-14,M,Active
DP000729102,EE0007291,Olivia,Thomas,Child,2022-01-04,F,Active
DP000729301,EE0007293,Amara,Nguyen,Child,2023-07-26,M,Active
DP000729302,EE0007293,Chiamaka,Nguyen,Child,2026-05-29,F,Active
DP000729801,EE0007298,Angela,Robinson,Spouse,1967-06-02,F,Active
DP000730001,EE0007300,Elena,Johnson,Child,2021-08-22,M,Active
DP000730301,EE0007303,Fatima,Nguyen,Spouse,1997-06-20,M,Active
DP000730401,EE0007304,Andre,Walker,Spouse,1967-07-18,F,Active
DP000730701,EE0007307,Isaiah,Patel,Domestic Partner,1998-07-16,F,Active
DP000730801,EE0007308,Carlos,Garcia,Domestic Partner,1964-01-27,M,Active
DP000730802,EE0007308,Jordan,Garcia,Child,2009-08-25,M,Active
DP000730803,EE0007308,Noah,Garcia,Child,2010-11-07,M,Active
DP000730901,EE0007309,Elena,Campbell,Domestic Partner,1980-04-07,F,Active
DP000730902,EE0007309,Olivia,Campbell,Child,2000-07-26,F,Active
DP000731101,EE0007311,Nia,Smith,Domestic Partner,1973-01-11,M,Active
DP000731201,EE0007312,Priya,Moore,Domestic Partner,1984-02-20,F,Active
DP000731202,EE0007312,Nia,Moore,Child,2025-01-03,M,Active
DP000731301,EE0007313,Angela,Miller,Child,2003-12-16,F,Active
DP000731302,EE0007313,Daniel,Miller,Child,2011-06-19,M,Active
DP000731303,EE0007313,Amara,Miller,Child,2019-01-17,F,Active
DP000731401,EE0007314,Aaliyah,Wilson,Child,2022-05-03,F,Active
DP000731402,EE0007314,Malik,Wilson,Child,2012-04-07,F,Active
DP000731501,EE0007315,Aaliyah,Mensah,Domestic Partner,1968-04-15,F,Active
DP000731502,EE0007315,Victor,Mensah,Child,2009-12-16,M,Active
DP000731601,EE0007316,Aaliyah,Williams,Child,2018-04-12,F,Active
DP000731901,EE0007319,Michael,Chen,Child,2006-10-23,M,Active
DP000731902,EE0007319,Michael,Chen,Child,2014-10-31,F,Active
DP000731903,EE0007319,Olivia,Chen,Child,2024-05-11,F,Active
DP000732001,EE0007320,David,Martinez,Child,2021-03-16,M,Active
DP000732301,EE0007323,Isaiah,Adams,Child,2025-01-10,F,Active
DP000732302,EE0007323,Samuel,Adams,Child,2024-10-17,M,Active
DP000732303,EE0007323,Sophia,Adams,Child,2023-07-08,M,Active
DP000732501,EE0007325,Maya,Miller,Child,2016-09-13,F,Active
DP000732601,EE0007326,Angela,Smith,Spouse,1969-11-16,F,Active
DP000732602,EE0007326,Olivia,Smith,Child,2005-08-01,F,Active
DP000732701,EE0007327,Priya,Wilson,Spouse,1968-08-04,F,Active
DP000732702,EE0007327,Fatima,Wilson,Child,2015-09-12,F,Active
DP000732901,EE0007329,Naomi,Chen,Child,2017-04-28,M,Active
DP000733201,EE0007332,Malik,Thomas,Child,2018-09-10,M,Active
DP000733202,EE0007332,Olivia,Thomas,Child,2024-06-12,M,Active
DP000733203,EE0007332,Naomi,Thomas,Child,2020-05-05,M,Active
DP000733301,EE0007333,Luis,Martinez,Domestic Partner,1972-09-17,F,Active
DP000733401,EE0007334,Sophia,Martinez,Child,2022-04-04,M,Active
DP000733601,EE0007336,Omar,Taylor,Child,2024-12-18,M,Active
DP000733602,EE0007336,Amara,Taylor,Child,2017-05-20,M,Active
DP000734201,EE0007342,Olivia,Adeyemi,Spouse,1986-02-28,F,Active
DP000734202,EE0007342,Omar,Adeyemi,Child,2020-12-31,M,Active
DP000734203,EE0007342,Olivia,Adeyemi,Child,2015-03-03,F,Active
DP000734501,EE0007345,Carlos,Adams,Domestic Partner,1980-01-19,M,Active
DP000734502,EE0007345,Malik,Adams,Child,2017-12-03,F,Active
DP000734601,EE0007346,Maya,Brown,Child,2017-01-25,M,Active
DP000734602,EE0007346,Ethan,Brown,Child,2017-04-17,M,Active
DP000734801,EE0007348,Priya,Adeyemi,Child,2017-09-06,M,Active
DP000734802,EE0007348,Samuel,Adeyemi,Child,2025-06-16,M,Active
DP000734901,EE0007349,Maya,Thomas,Domestic Partner,1999-09-22,M,Active
DP000734902,EE0007349,Aaliyah,Thomas,Child,2020-07-02,M,Active
DP000734903,EE0007349,Grace,Thomas,Child,2014-01-02,M,Active
DP000735101,EE0007351,Zoe,Campbell,Child,2005-11-23,M,Active
DP000735102,EE0007351,Naomi,Campbell,Child,2005-04-12,M,Active
DP000735201,EE0007352,Daniel,Chen,Domestic Partner,1974-06-29,F,Active
DP000735202,EE0007352,Andre,Chen,Child,2008-04-15,M,Active
DP000735301,EE0007353,Sophia,Lewis,Child,2020-12-28,M,Active
DP000735601,EE0007356,Carlos,Miller,Spouse,1991-03-06,F,Active
DP000735602,EE0007356,Kevin,Miller,Child,2024-01-19,F,Active
DP000735603,EE0007356,Zoe,Miller,Child,2019-12-03,M,Active
DP000736501,EE0007365,Elena,Walker,Child,2012-10-27,M,Active
DP000736502,EE0007365,Elena,Walker,Child,2021-01-28,M,Active
DP000736601,EE0007366,Nia,Walker,Spouse,1995-10-30,F,Active
DP000736602,EE0007366,Elena,Walker,Child,2021-01-10,M,Active
DP000736901,EE0007369,Nia,Miller,Domestic Partner,2000-07-27,F,Active
DP000737101,EE0007371,Zoe,Taylor,Domestic Partner,1989-05-27,F,Active
DP000737102,EE0007371,Maya,Taylor,Child,2024-06-20,F,Active
DP000737501,EE0007375,Andre,Moore,Child,2016-02-16,F,Active
DP000737502,EE0007375,Sophia,Moore,Child,2013-01-27,M,Active
DP000737701,EE0007377,Naomi,Walker,Spouse,2000-11-13,F,Active
DP000737801,EE0007378,Carlos,Martinez,Domestic Partner,1971-12-08,F,Active
DP000738201,EE0007382,Olivia,Nguyen,Domestic Partner,1971-10-20,M,Active
DP000738202,EE0007382,Grace,Nguyen,Child,2000-07-21,M,Active
DP000738601,EE0007386,Chiamaka,Taylor,Child,2008-01-03,M,Active
DP000738701,EE0007387,Daniel,Wilson,Child,2017-07-05,F,Active
DP000738801,EE0007388,Jasmine,Martinez,Child,2024-12-09,M,Active
DP000738802,EE0007388,Jordan,Martinez,Child,2025-03-29,M,Active
DP000738901,EE0007389,Carlos,Martinez,Child,2016-01-08,M,Active
DP000738902,EE0007389,Leah,Martinez,Child,2007-06-19,F,Active
DP000738903,EE0007389,Elena,Martinez,Child,2008-07-21,M,Active
DP000739301,EE0007393,Zoe,Chen,Domestic Partner,1994-06-21,M,Active
DP000739302,EE0007393,Ethan,Chen,Child,2025-02-18,M,Active
DP000739501,EE0007395,Carlos,Walker,Child,2025-03-27,M,Active
DP000739502,EE0007395,Victor,Walker,Child,2025-11-10,F,Active
DP000739701,EE0007397,Ethan,Okafor,Spouse,1970-05-29,F,Active
DP000739801,EE0007398,Malik,Martinez,Domestic Partner,1987-01-25,M,Active
DP000739802,EE0007398,Maya,Martinez,Child,2010-04-01,F,Active
DP000739901,EE0007399,Kevin,Thomas,Spouse,1991-05-23,M,Active
DP000740301,EE0007403,Amara,Lewis,Child,2012-05-13,F,Active
DP000740401,EE0007404,Olivia,Johnson,Domestic Partner,1991-01-14,F,Active
DP000740402,EE0007404,Ethan,Johnson,Child,2026-01-10,M,Active
DP000740501,EE0007405,Nia,Lewis,Spouse,1999-03-02,M,Active
DP000740701,EE0007407,Carlos,Thomas,Child,2013-07-08,M,Active
DP000741201,EE0007412,Daniel,Campbell,Spouse,1986-11-08,M,Active
DP000741401,EE0007414,Nia,Wilson,Child,2008-04-14,F,Active
DP000741501,EE0007415,Andre,Robinson,Domestic Partner,2000-08-01,F,Active
DP000741502,EE0007415,Jasmine,Robinson,Child,2017-07-24,F,Active
DP000741801,EE0007418,Sophia,Williams,Domestic Partner,1978-07-28,M,Active
DP000741802,EE0007418,Ethan,Williams,Child,2003-04-08,M,Active
DP000741803,EE0007418,Ethan,Williams,Child,2025-10-04,M,Active
DP000742001,EE0007420,Fatima,Smith,Domestic Partner,1962-10-21,F,Active
DP000742002,EE0007420,Daniel,Smith,Child,2019-04-16,F,Active
DP000742301,EE0007423,Isaiah,Robinson,Domestic Partner,1976-05-22,M,Active
DP000742302,EE0007423,Amara,Robinson,Child,2024-11-30,M,Active
DP000742401,EE0007424,Jasmine,Robinson,Child,2019-06-10,F,Active
DP000742801,EE0007428,Maya,Ibrahim,Child,2022-01-01,M,Active
DP000742802,EE0007428,Luis,Ibrahim,Child,2005-06-12,F,Active
DP000743401,EE0007434,Jasmine,Mensah,Domestic Partner,1980-07-11,F,Active
DP000744001,EE0007440,Zoe,Campbell,Child,2007-12-26,M,Active
DP000744002,EE0007440,Kevin,Campbell,Child,2007-04-11,F,Active
DP000744201,EE0007442,Jordan,Garcia,Child,2017-11-24,F,Active
DP000744401,EE0007444,Victor,Ibrahim,Child,2020-11-18,M,Active
DP000744501,EE0007445,Naomi,Martinez,Child,2018-06-21,M,Active
DP000744701,EE0007447,Carlos,Garcia,Domestic Partner,1994-06-02,F,Active
DP000744702,EE0007447,Noah,Garcia,Child,2011-12-04,F,Active
DP000745001,EE0007450,Chiamaka,Smith,Child,2022-11-26,M,Active
DP000745002,EE0007450,Aaliyah,Smith,Child,2023-04-01,F,Active
DP000745101,EE0007451,Kevin,Mensah,Spouse,1974-05-17,M,Active
DP000745401,EE0007454,Nia,Adams,Spouse,1967-10-31,F,Active
DP000745402,EE0007454,Jordan,Adams,Child,2001-03-12,M,Active
DP000745701,EE0007457,Naomi,Walker,Domestic Partner,1971-10-16,M,Active
DP000745801,EE0007458,Nia,Davis,Child,2018-09-09,M,Active
DP000745802,EE0007458,Sophia,Davis,Child,2026-01-11,M,Active
DP000746101,EE0007461,Jordan,Okafor,Spouse,2002-09-16,F,Active
DP000746401,EE0007464,Omar,Robinson,Child,2017-02-10,F,Active
DP000746501,EE0007465,Elena,Okafor,Child,2001-03-21,F,Active
DP000746601,EE0007466,Omar,Johnson,Spouse,1989-10-12,M,Active
DP000746801,EE0007468,Victor,Davis,Spouse,1970-11-09,F,Active
DP000746901,EE0007469,Elena,Smith,Spouse,1967-07-14,F,Active
DP000747101,EE0007471,Noah,Patel,Child,2014-12-29,F,Active
DP000747102,EE0007471,Samuel,Patel,Child,2019-11-26,M,Active
DP000747601,EE0007476,Daniel,Davis,Child,2021-11-21,F,Active
DP000747701,EE0007477,Priya,Wilson,Child,2003-12-21,M,Active
